constr	definition	examples	positive_predicted	negative_predicted	true_positives	false_positives	false_negatives	true_negatives	precision	recall	f1	accuracy
112	"Die ""Exklamativ:V1-Konstruktion"" bringt eine durch Überraschung geprägte Emotion des Sprechers im Hinblick auf einen ""Stimulus"" zum Ausdruck. Die Form dieses Exklamativs entspricht anderen Verbalphrasen (VP) mit einem finiten Verb in Erstposition. Die Konstruktion wird durch ein finites Verb in Erstposition (das interne Konstruktionselelement ""Verb_finit"") in Kombination mit dem ebenfalls internen KE ""Stimulus"" evoziert. Das finite Verb bildet den Einstieg in die Konstruktion, worauf der ""Stimulus"" folgt. Dieser wird in Form der restlichen VP realisiert. Auf das finite Verb in Erstposition, überwiegend eine Form von sein oder haben, folgt unmittelbar ein Demonstrativpronomen in Form von der, die, das, dieser, diese oder dieses, danach steht ein Adverb. Dieses kann entweder alleine oder in Verbindung mit einer Nominalphrase (NP) realisiert werden, die voran oder nachgestellt wird. Der informationsstrukturelle und prosodische Fokus liegt auf dem ""Stimulus"". Ebenso wie bei [https://gsw.phil.hhu.de/constructicon/construction?id=21|dass_VL-Exklamativ] lässt die ""Exklamativ:V1-Konstruktion"" nur eine Fakt-Lesart zu."	['Beide Gruppen sind ähnlich gross und produzieren je rund 100 Millionen Hektoliter Bier pro Jahr .', 'Wow , ist der riesig!« , ruft der kleine Junge mit der roten Mütze auf der Aussichtsterrasse des Frankfurter Flughafens .']	['Beide Gruppen sind ähnlich gross und produzieren je rund 100 Millionen Hektoliter Bier pro Jahr .']	['Wow , ist der riesig!« , ruft der kleine Junge mit der roten Mütze auf der Aussichtsterrasse des Frankfurter Flughafens .']	[]	['Beide Gruppen sind ähnlich gross und produzieren je rund 100 Millionen Hektoliter Bier pro Jahr .']	['Wow , ist der riesig!« , ruft der kleine Junge mit der roten Mütze auf der Aussichtsterrasse des Frankfurter Flughafens .']	[]	0,0	1,0	0,0	0,0
112	"Die ""Exklamativ:V1-Konstruktion"" bringt eine durch Überraschung geprägte Emotion des Sprechers im Hinblick auf einen ""Stimulus"" zum Ausdruck. Die Form dieses Exklamativs entspricht anderen Verbalphrasen (VP) mit einem finiten Verb in Erstposition. Die Konstruktion wird durch ein finites Verb in Erstposition (das interne Konstruktionselelement ""Verb_finit"") in Kombination mit dem ebenfalls internen KE ""Stimulus"" evoziert. Das finite Verb bildet den Einstieg in die Konstruktion, worauf der ""Stimulus"" folgt. Dieser wird in Form der restlichen VP realisiert. Auf das finite Verb in Erstposition, überwiegend eine Form von sein oder haben, folgt unmittelbar ein Demonstrativpronomen in Form von der, die, das, dieser, diese oder dieses, danach steht ein Adverb. Dieses kann entweder alleine oder in Verbindung mit einer Nominalphrase (NP) realisiert werden, die voran oder nachgestellt wird. Der informationsstrukturelle und prosodische Fokus liegt auf dem ""Stimulus"". Ebenso wie bei [https://gsw.phil.hhu.de/constructicon/construction?id=21|dass_VL-Exklamativ] lässt die ""Exklamativ:V1-Konstruktion"" nur eine Fakt-Lesart zu."	['Zwar stehen in den kommenden Wochen einige Tarifrunden an , und die IG Metall hat für ihre Mitglieder bereits sechs Prozent mehr Lohn gefordert .', 'Hat der Prügel bezogen !']	['Zwar stehen in den kommenden Wochen einige Tarifrunden an , und die IG Metall hat für ihre Mitglieder bereits sechs Prozent mehr Lohn gefordert .']	['Hat der Prügel bezogen !']	[]	['Zwar stehen in den kommenden Wochen einige Tarifrunden an , und die IG Metall hat für ihre Mitglieder bereits sechs Prozent mehr Lohn gefordert .']	['Hat der Prügel bezogen !']	[]	0,0	1,0	0,0	0,0
112	"Die ""Exklamativ:V1-Konstruktion"" bringt eine durch Überraschung geprägte Emotion des Sprechers im Hinblick auf einen ""Stimulus"" zum Ausdruck. Die Form dieses Exklamativs entspricht anderen Verbalphrasen (VP) mit einem finiten Verb in Erstposition. Die Konstruktion wird durch ein finites Verb in Erstposition (das interne Konstruktionselelement ""Verb_finit"") in Kombination mit dem ebenfalls internen KE ""Stimulus"" evoziert. Das finite Verb bildet den Einstieg in die Konstruktion, worauf der ""Stimulus"" folgt. Dieser wird in Form der restlichen VP realisiert. Auf das finite Verb in Erstposition, überwiegend eine Form von sein oder haben, folgt unmittelbar ein Demonstrativpronomen in Form von der, die, das, dieser, diese oder dieses, danach steht ein Adverb. Dieses kann entweder alleine oder in Verbindung mit einer Nominalphrase (NP) realisiert werden, die voran oder nachgestellt wird. Der informationsstrukturelle und prosodische Fokus liegt auf dem ""Stimulus"". Ebenso wie bei [https://gsw.phil.hhu.de/constructicon/construction?id=21|dass_VL-Exklamativ] lässt die ""Exklamativ:V1-Konstruktion"" nur eine Fakt-Lesart zu."	['Gott sind die zusammengezuckt !', 'Von der hälftigen Teilung kann in Sonderfällen ( wenn z. B. gemeinsame Kinder am Wohnsitz eines der beiden Ehegatten eine Schule besuchen ) abgewichen werden .']	['Gott sind die zusammengezuckt !']	['Von der hälftigen Teilung kann in Sonderfällen ( wenn z. B. gemeinsame Kinder am Wohnsitz eines der beiden Ehegatten eine Schule besuchen ) abgewichen werden .']	['Gott sind die zusammengezuckt !']	[]	[]	['Von der hälftigen Teilung kann in Sonderfällen ( wenn z. B. gemeinsame Kinder am Wohnsitz eines der beiden Ehegatten eine Schule besuchen ) abgewichen werden .']	1,0	1,0	1,0	1,0
1126	"Die Konstruktion ""Referenz_Altersgruppe:Generation_XY"" findet Verwendung, wenn auf eine bestimmte Alterskohorte in der Bevölkerung verwiesen werden soll. Sie besteht aus dem konstruktionsevozierenden Element ""Generation"" - in der Regel mit vorangehendem ""bestimmtem Artikel"" - und, darauf folgend, einem die jeweilige Alterskohorte ""charakterisierenden Element"", das u.a. aus Majuskeln in Buchstabenlesung, Nummern, Appellativa oder Eigennamen bestehen kann. Die Konstruktion ist typisch für soziologische und journalistische Texte. Manchmal ist die ""Generation"" als Teilgruppe der Bevölkerung der Gesamtgesellschaft (eines Landes oder sonstigen politisch-kulturellen Einheit) zu verstehen, manchmal auch als Teilgruppe kleinerer Verbünde. "" "" """	"['"" "" Jeder Künstler hat es ein wenig weiterentwickelt "" "" , sagt Pater Vahan über seine Vorgänger .', 'Ein Freudenhaus für die Generation Selbstbedienung .']"	"['"" "" Jeder Künstler hat es ein wenig weiterentwickelt "" "" , sagt Pater Vahan über seine Vorgänger .']"	['Ein Freudenhaus für die Generation Selbstbedienung .']	[]	"['"" "" Jeder Künstler hat es ein wenig weiterentwickelt "" "" , sagt Pater Vahan über seine Vorgänger .']"	['Ein Freudenhaus für die Generation Selbstbedienung .']	[]	0,0	1,0	0,0	0,0
1126	"Die Konstruktion ""Referenz_Altersgruppe:Generation_XY"" findet Verwendung, wenn auf eine bestimmte Alterskohorte in der Bevölkerung verwiesen werden soll. Sie besteht aus dem konstruktionsevozierenden Element ""Generation"" - in der Regel mit vorangehendem ""bestimmtem Artikel"" - und, darauf folgend, einem die jeweilige Alterskohorte ""charakterisierenden Element"", das u.a. aus Majuskeln in Buchstabenlesung, Nummern, Appellativa oder Eigennamen bestehen kann. Die Konstruktion ist typisch für soziologische und journalistische Texte. Manchmal ist die ""Generation"" als Teilgruppe der Bevölkerung der Gesamtgesellschaft (eines Landes oder sonstigen politisch-kulturellen Einheit) zu verstehen, manchmal auch als Teilgruppe kleinerer Verbünde. "" "" """	"['Wagner ist ( an)fassbar .', '"" Es gibt WLAN für umme "" "" "" "" ) richtet sich an die Generation U_21 . ""']"	['Wagner ist ( an)fassbar .']	"['"" Es gibt WLAN für umme "" "" "" "" ) richtet sich an die Generation U_21 . ""']"	[]	['Wagner ist ( an)fassbar .']	"['"" Es gibt WLAN für umme "" "" "" "" ) richtet sich an die Generation U_21 . ""']"	[]	0,0	1,0	0,0	0,0
1126	"Die Konstruktion ""Referenz_Altersgruppe:Generation_XY"" findet Verwendung, wenn auf eine bestimmte Alterskohorte in der Bevölkerung verwiesen werden soll. Sie besteht aus dem konstruktionsevozierenden Element ""Generation"" - in der Regel mit vorangehendem ""bestimmtem Artikel"" - und, darauf folgend, einem die jeweilige Alterskohorte ""charakterisierenden Element"", das u.a. aus Majuskeln in Buchstabenlesung, Nummern, Appellativa oder Eigennamen bestehen kann. Die Konstruktion ist typisch für soziologische und journalistische Texte. Manchmal ist die ""Generation"" als Teilgruppe der Bevölkerung der Gesamtgesellschaft (eines Landes oder sonstigen politisch-kulturellen Einheit) zu verstehen, manchmal auch als Teilgruppe kleinerer Verbünde. "" "" """	['Cobain mochte mit Smells Like Teen Spirit die Hymne der Generation X geschrieben haben , aber es war Cornell , dem mit Black Hole Sun das Stairway to Heaven der Neunziger gelang .', 'Mit « Ich Sing Mit II » erfinden sich die Schienentröster noch neuer als neu .']	['Cobain mochte mit Smells Like Teen Spirit die Hymne der Generation X geschrieben haben , aber es war Cornell , dem mit Black Hole Sun das Stairway to Heaven der Neunziger gelang .']	['Mit « Ich Sing Mit II » erfinden sich die Schienentröster noch neuer als neu .']	['Cobain mochte mit Smells Like Teen Spirit die Hymne der Generation X geschrieben haben , aber es war Cornell , dem mit Black Hole Sun das Stairway to Heaven der Neunziger gelang .']	[]	[]	['Mit « Ich Sing Mit II » erfinden sich die Schienentröster noch neuer als neu .']	1,0	1,0	1,0	1,0
1134	"Die ""Additiv_Koordination:sowohlXalsauchY"" umfasst zwei Propositionen, welche additiv miteinander verknüpft und dabei gleichzeitig gleich gewichtet sind. Dementsprechend tritt die erste Proposition immer nur gemeinsam mit der zweiten Proposition auf. Die Propositionen besitzen insofern einen identischen informationsstrukturellen Status – beide tragen Fokusakzente. Da die Propositionen gleichwertig sind, ist ein Austausch der Konjunkte ohne Bedeutungsverlust möglich. Die Konstruktion besteht aus dem konstruktionsevozierenden Element (KEE) ""sowohl_als_auch"", den internen Kern-Konstruktionselementen (Kern-KE) ""Erstes_Konjunkt"" und ""Zweites_Konjunkt"" und dem externen Kern-KE ""Fokuskontext"". Dabei bilden die KE ""Erstes_Konjunkt"" und ""Zweites_Konjunkt"" jeweils einen Teil der beiden Propositionen ab. Das KE ""Fokuskontext"" indiziert in der Regel den Rest der Proposition. Werden die KE ""Erstes_Konjunkt"" und ""Zweites_Konjunkt"" im Wechsel mit dem ""Fokuskontext"" kombiniert, können die einander gegenübergestellten Propositionen vollständig wiederhergestellt (oder: vervollständigt) werden. Im Gegensatz zu den KE ""Erstes_Konjunkt"" und ""Zweites_Konjunkt"" kann der ""Fokuskontext"" auch nullinstanziiert bleiben. Wenn der ""Fokuskontext"" nicht realisiert wird, drücken die beiden Konjunkte jeweils vollständige Propositionen aus."	['In manchen Pilotprojekten fließen die Bewertungen ineinander , die Gesamtbewertung berechnet sich sowohl aus dem Zahlungsverhalten als auch aus nicht wirtschaftlichen Kriterien , zum Beispiel wen man in seinem Bekanntenkreis hat .', 'Das ist nicht demokratisch – und schon gar nicht unterhaltend .']	['In manchen Pilotprojekten fließen die Bewertungen ineinander , die Gesamtbewertung berechnet sich sowohl aus dem Zahlungsverhalten als auch aus nicht wirtschaftlichen Kriterien , zum Beispiel wen man in seinem Bekanntenkreis hat .']	['Das ist nicht demokratisch – und schon gar nicht unterhaltend .']	['In manchen Pilotprojekten fließen die Bewertungen ineinander , die Gesamtbewertung berechnet sich sowohl aus dem Zahlungsverhalten als auch aus nicht wirtschaftlichen Kriterien , zum Beispiel wen man in seinem Bekanntenkreis hat .']	[]	[]	['Das ist nicht demokratisch – und schon gar nicht unterhaltend .']	1,0	1,0	1,0	1,0
1134	"Die ""Additiv_Koordination:sowohlXalsauchY"" umfasst zwei Propositionen, welche additiv miteinander verknüpft und dabei gleichzeitig gleich gewichtet sind. Dementsprechend tritt die erste Proposition immer nur gemeinsam mit der zweiten Proposition auf. Die Propositionen besitzen insofern einen identischen informationsstrukturellen Status – beide tragen Fokusakzente. Da die Propositionen gleichwertig sind, ist ein Austausch der Konjunkte ohne Bedeutungsverlust möglich. Die Konstruktion besteht aus dem konstruktionsevozierenden Element (KEE) ""sowohl_als_auch"", den internen Kern-Konstruktionselementen (Kern-KE) ""Erstes_Konjunkt"" und ""Zweites_Konjunkt"" und dem externen Kern-KE ""Fokuskontext"". Dabei bilden die KE ""Erstes_Konjunkt"" und ""Zweites_Konjunkt"" jeweils einen Teil der beiden Propositionen ab. Das KE ""Fokuskontext"" indiziert in der Regel den Rest der Proposition. Werden die KE ""Erstes_Konjunkt"" und ""Zweites_Konjunkt"" im Wechsel mit dem ""Fokuskontext"" kombiniert, können die einander gegenübergestellten Propositionen vollständig wiederhergestellt (oder: vervollständigt) werden. Im Gegensatz zu den KE ""Erstes_Konjunkt"" und ""Zweites_Konjunkt"" kann der ""Fokuskontext"" auch nullinstanziiert bleiben. Wenn der ""Fokuskontext"" nicht realisiert wird, drücken die beiden Konjunkte jeweils vollständige Propositionen aus."	['Der Profit liegt nach Angaben des Unternehmens vom Donnerstag bei rund 480 Millionen Euro , wohingegen er wegen eines ausgedehnten Streiks vor einem Jahr bei nur 86 Millionen Euro lag .', 'In manchen Pilotprojekten fließen die Bewertungen ineinander , die Gesamtbewertung berechnet sich sowohl aus dem Zahlungsverhalten als auch aus nicht wirtschaftlichen Kriterien , zum Beispiel wen man in seinem Bekanntenkreis hat .']	['Der Profit liegt nach Angaben des Unternehmens vom Donnerstag bei rund 480 Millionen Euro , wohingegen er wegen eines ausgedehnten Streiks vor einem Jahr bei nur 86 Millionen Euro lag .']	['In manchen Pilotprojekten fließen die Bewertungen ineinander , die Gesamtbewertung berechnet sich sowohl aus dem Zahlungsverhalten als auch aus nicht wirtschaftlichen Kriterien , zum Beispiel wen man in seinem Bekanntenkreis hat .']	[]	['Der Profit liegt nach Angaben des Unternehmens vom Donnerstag bei rund 480 Millionen Euro , wohingegen er wegen eines ausgedehnten Streiks vor einem Jahr bei nur 86 Millionen Euro lag .']	['In manchen Pilotprojekten fließen die Bewertungen ineinander , die Gesamtbewertung berechnet sich sowohl aus dem Zahlungsverhalten als auch aus nicht wirtschaftlichen Kriterien , zum Beispiel wen man in seinem Bekanntenkreis hat .']	[]	0,0	1,0	0,0	0,0
1134	"Die ""Additiv_Koordination:sowohlXalsauchY"" umfasst zwei Propositionen, welche additiv miteinander verknüpft und dabei gleichzeitig gleich gewichtet sind. Dementsprechend tritt die erste Proposition immer nur gemeinsam mit der zweiten Proposition auf. Die Propositionen besitzen insofern einen identischen informationsstrukturellen Status – beide tragen Fokusakzente. Da die Propositionen gleichwertig sind, ist ein Austausch der Konjunkte ohne Bedeutungsverlust möglich. Die Konstruktion besteht aus dem konstruktionsevozierenden Element (KEE) ""sowohl_als_auch"", den internen Kern-Konstruktionselementen (Kern-KE) ""Erstes_Konjunkt"" und ""Zweites_Konjunkt"" und dem externen Kern-KE ""Fokuskontext"". Dabei bilden die KE ""Erstes_Konjunkt"" und ""Zweites_Konjunkt"" jeweils einen Teil der beiden Propositionen ab. Das KE ""Fokuskontext"" indiziert in der Regel den Rest der Proposition. Werden die KE ""Erstes_Konjunkt"" und ""Zweites_Konjunkt"" im Wechsel mit dem ""Fokuskontext"" kombiniert, können die einander gegenübergestellten Propositionen vollständig wiederhergestellt (oder: vervollständigt) werden. Im Gegensatz zu den KE ""Erstes_Konjunkt"" und ""Zweites_Konjunkt"" kann der ""Fokuskontext"" auch nullinstanziiert bleiben. Wenn der ""Fokuskontext"" nicht realisiert wird, drücken die beiden Konjunkte jeweils vollständige Propositionen aus."	['Auch andere Unternehmen wie Uber kooperieren inzwischen mit Nvidia und zeigen , wie künstliche Intelligenz ( KI ) das Fahrerlebnis sowohl sicherer als auch individueller gestalten soll .', 'Feinster Link - Drag , der nicht umsonst viele Spieler unglaublich nervt . Queens , please .']	['Auch andere Unternehmen wie Uber kooperieren inzwischen mit Nvidia und zeigen , wie künstliche Intelligenz ( KI ) das Fahrerlebnis sowohl sicherer als auch individueller gestalten soll .']	['Feinster Link - Drag , der nicht umsonst viele Spieler unglaublich nervt . Queens , please .']	['Auch andere Unternehmen wie Uber kooperieren inzwischen mit Nvidia und zeigen , wie künstliche Intelligenz ( KI ) das Fahrerlebnis sowohl sicherer als auch individueller gestalten soll .']	[]	[]	['Feinster Link - Drag , der nicht umsonst viele Spieler unglaublich nervt . Queens , please .']	1,0	1,0	1,0	1,0
1140	"Die ""Tautologie_Hendiadyoin:XP1_und_XP2-Konstruktion"" gehört zur Familie der Tautologien und stellt einen festgelegten Ausdruck dar, der durch die Kombination zweier unterschiedlicher Wörter derselben Wortart entsteht, die durch den Konnektor und verbunden werden. In einigen Fällen entsteht durch diese Verbindung eine neue Bedeutung, in den meisten Fällen soll durch diese Dopplung gleichbedeutender Begriffe jedoch das Gemeinte besonders betont und hervorgehoben werden. Die Konstruktion setzt sich zusammen aus den Konstruktionselementen ""Kategorie_eins"", ""Kategorie_zwei"" und dem ""KEE""."	['Wir würden einem Holocaust-Leugner gerne klipp und klar sagen , dass er die Fakten ignoriert .', 'Hoch , höher , Holzdeppe :']	['Hoch , höher , Holzdeppe :']	['Wir würden einem Holocaust-Leugner gerne klipp und klar sagen , dass er die Fakten ignoriert .']	[]	['Hoch , höher , Holzdeppe :']	['Wir würden einem Holocaust-Leugner gerne klipp und klar sagen , dass er die Fakten ignoriert .']	[]	0,0	1,0	0,0	0,0
1140	"Die ""Tautologie_Hendiadyoin:XP1_und_XP2-Konstruktion"" gehört zur Familie der Tautologien und stellt einen festgelegten Ausdruck dar, der durch die Kombination zweier unterschiedlicher Wörter derselben Wortart entsteht, die durch den Konnektor und verbunden werden. In einigen Fällen entsteht durch diese Verbindung eine neue Bedeutung, in den meisten Fällen soll durch diese Dopplung gleichbedeutender Begriffe jedoch das Gemeinte besonders betont und hervorgehoben werden. Die Konstruktion setzt sich zusammen aus den Konstruktionselementen ""Kategorie_eins"", ""Kategorie_zwei"" und dem ""KEE""."	['In den USA und in Japan seien solche Dormitoria ( lateinisch für Schlafsäle ) schon lange üblich .', 'Die besagen klipp und klar : Sind wir uns im Kabinett bei einem Europa-Thema nicht einig , dann enthalten wir uns in Brüssel der Stimme .']	['In den USA und in Japan seien solche Dormitoria ( lateinisch für Schlafsäle ) schon lange üblich .']	['Die besagen klipp und klar : Sind wir uns im Kabinett bei einem Europa-Thema nicht einig , dann enthalten wir uns in Brüssel der Stimme .']	[]	['In den USA und in Japan seien solche Dormitoria ( lateinisch für Schlafsäle ) schon lange üblich .']	['Die besagen klipp und klar : Sind wir uns im Kabinett bei einem Europa-Thema nicht einig , dann enthalten wir uns in Brüssel der Stimme .']	[]	0,0	1,0	0,0	0,0
1140	"Die ""Tautologie_Hendiadyoin:XP1_und_XP2-Konstruktion"" gehört zur Familie der Tautologien und stellt einen festgelegten Ausdruck dar, der durch die Kombination zweier unterschiedlicher Wörter derselben Wortart entsteht, die durch den Konnektor und verbunden werden. In einigen Fällen entsteht durch diese Verbindung eine neue Bedeutung, in den meisten Fällen soll durch diese Dopplung gleichbedeutender Begriffe jedoch das Gemeinte besonders betont und hervorgehoben werden. Die Konstruktion setzt sich zusammen aus den Konstruktionselementen ""Kategorie_eins"", ""Kategorie_zwei"" und dem ""KEE""."	['Die Französische Revolution begann mit dem Sturm auf die Bastille in Paris am 14. Juli 1789 ( heute Nationalfeiertag Frankreichs ) .', 'Feuer und Flamme : Heißer Auftritt eines japanischen Rugbyspielers in Tokio .']	['Die Französische Revolution begann mit dem Sturm auf die Bastille in Paris am 14. Juli 1789 ( heute Nationalfeiertag Frankreichs ) .']	['Feuer und Flamme : Heißer Auftritt eines japanischen Rugbyspielers in Tokio .']	[]	['Die Französische Revolution begann mit dem Sturm auf die Bastille in Paris am 14. Juli 1789 ( heute Nationalfeiertag Frankreichs ) .']	['Feuer und Flamme : Heißer Auftritt eines japanischen Rugbyspielers in Tokio .']	[]	0,0	1,0	0,0	0,0
1162	"Die ""Tautologie:X1_oder_nicht_X1-Konstruktion"" gehört zu den Tautologiekonstruktionen und stellt die logisch wahre, tautologische Aussage auf, dass etwas entweder ist oder nicht ist. Eine Aussage, die diese Konstruktion beinhaltet, ist in allen möglichen Äußerungskontexten wahr. Die Konstruktion setzt sich zusammen aus dem konstruktionsevozierenden Element (KEE) ""oder_nicht"" und dem internen Kern-Konstruktionselement (Kern-KE) ""Kategorie"" Die ""Kategorie"" ist das, was existiert/vorliegt oder nicht existiert/vorliegt)."	['Es sei schwer verständlich , wie Finanzmarkthändler bei AIG überhaupt Sonderzahlungen verdient haben könnten , geschweige denn von 165 Millionen Dollar .', 'Vielleicht stört es einen der reizenden Feuilletonredakteure , die alle vier Wochen diese Kolumne redigieren , dass hier noch von keinem einzigen empfehlenswerten oder nicht empfehlenswerten Buch die Rede ist .']	['Es sei schwer verständlich , wie Finanzmarkthändler bei AIG überhaupt Sonderzahlungen verdient haben könnten , geschweige denn von 165 Millionen Dollar .']	['Vielleicht stört es einen der reizenden Feuilletonredakteure , die alle vier Wochen diese Kolumne redigieren , dass hier noch von keinem einzigen empfehlenswerten oder nicht empfehlenswerten Buch die Rede ist .']	[]	['Es sei schwer verständlich , wie Finanzmarkthändler bei AIG überhaupt Sonderzahlungen verdient haben könnten , geschweige denn von 165 Millionen Dollar .']	['Vielleicht stört es einen der reizenden Feuilletonredakteure , die alle vier Wochen diese Kolumne redigieren , dass hier noch von keinem einzigen empfehlenswerten oder nicht empfehlenswerten Buch die Rede ist .']	[]	0,0	1,0	0,0	0,0
1162	"Die ""Tautologie:X1_oder_nicht_X1-Konstruktion"" gehört zu den Tautologiekonstruktionen und stellt die logisch wahre, tautologische Aussage auf, dass etwas entweder ist oder nicht ist. Eine Aussage, die diese Konstruktion beinhaltet, ist in allen möglichen Äußerungskontexten wahr. Die Konstruktion setzt sich zusammen aus dem konstruktionsevozierenden Element (KEE) ""oder_nicht"" und dem internen Kern-Konstruktionselement (Kern-KE) ""Kategorie"" Die ""Kategorie"" ist das, was existiert/vorliegt oder nicht existiert/vorliegt)."	"['Der Teufel aber hüpfte leichten Klumpfußes zurück durchs Himmelstor und erzählte allen , die es hören oder nicht hören wollten , von seinem Streich und davon , dass selbst die Kirche auf Erden nicht mehr wisse , was Versuchung sei - was seine Arbeit dort unten fürderhin gewaltig vereinfachen werde .', 'Der 58. gemeinsame Fasnachtszug der Rheinschwestern Mannheim und Ludwigshafen schlängelt sich in diesem Jahr "" driwwe "" durch die Straßen und lockt - Wetter hin , Wetter her - wieder mindestens 200 000 Jokus-Jünger auf die Pfälzer Seite .']"	['Der Teufel aber hüpfte leichten Klumpfußes zurück durchs Himmelstor und erzählte allen , die es hören oder nicht hören wollten , von seinem Streich und davon , dass selbst die Kirche auf Erden nicht mehr wisse , was Versuchung sei - was seine Arbeit dort unten fürderhin gewaltig vereinfachen werde .']	"['Der 58. gemeinsame Fasnachtszug der Rheinschwestern Mannheim und Ludwigshafen schlängelt sich in diesem Jahr "" driwwe "" durch die Straßen und lockt - Wetter hin , Wetter her - wieder mindestens 200 000 Jokus-Jünger auf die Pfälzer Seite .']"	['Der Teufel aber hüpfte leichten Klumpfußes zurück durchs Himmelstor und erzählte allen , die es hören oder nicht hören wollten , von seinem Streich und davon , dass selbst die Kirche auf Erden nicht mehr wisse , was Versuchung sei - was seine Arbeit dort unten fürderhin gewaltig vereinfachen werde .']	[]	[]	"['Der 58. gemeinsame Fasnachtszug der Rheinschwestern Mannheim und Ludwigshafen schlängelt sich in diesem Jahr "" driwwe "" durch die Straßen und lockt - Wetter hin , Wetter her - wieder mindestens 200 000 Jokus-Jünger auf die Pfälzer Seite .']"	1,0	1,0	1,0	1,0
1162	"Die ""Tautologie:X1_oder_nicht_X1-Konstruktion"" gehört zu den Tautologiekonstruktionen und stellt die logisch wahre, tautologische Aussage auf, dass etwas entweder ist oder nicht ist. Eine Aussage, die diese Konstruktion beinhaltet, ist in allen möglichen Äußerungskontexten wahr. Die Konstruktion setzt sich zusammen aus dem konstruktionsevozierenden Element (KEE) ""oder_nicht"" und dem internen Kern-Konstruktionselement (Kern-KE) ""Kategorie"" Die ""Kategorie"" ist das, was existiert/vorliegt oder nicht existiert/vorliegt)."	['Egal was in Brüssel geschieht oder nicht geschieht , die europäische Idee steht hier erst am Anfang .', 'Anvisiert wird unter anderem die Stärkung der sozialen Kompetenz ( zum Beispiel Selbstwertgefühl und Konfliktfähigkeit ) .']	['Egal was in Brüssel geschieht oder nicht geschieht , die europäische Idee steht hier erst am Anfang .']	['Anvisiert wird unter anderem die Stärkung der sozialen Kompetenz ( zum Beispiel Selbstwertgefühl und Konfliktfähigkeit ) .']	['Egal was in Brüssel geschieht oder nicht geschieht , die europäische Idee steht hier erst am Anfang .']	[]	[]	['Anvisiert wird unter anderem die Stärkung der sozialen Kompetenz ( zum Beispiel Selbstwertgefühl und Konfliktfähigkeit ) .']	1,0	1,0	1,0	1,0
12	"Die ""Negation:wederXPnochXP-Konstruktion"" umfasst zwei Propositionen, die negativ-additiv miteinander verknüpft sind. Im Gegensatz zu anderen Konstruktionen der Negationsfamilie sind die Propositionen im Falle der ""Negation:wederXPnochXP-Konstruktion"" gleich gewichtet, das heißt, dass sowohl die erste Proposition als auch die zweite Proposition gleichermaßen ausgeschlossen werden. Die Propositionen besitzen insofern einen identischen informationsstrukturellen Status – beide tragen Fokusakzente. Die Konstruktion, welche durch das konstruktionsevozierende Element (KEE) ""weder noch"" eingeleitet wird, besteht aus den drei Konstruktionselementen (KE) ""Erstes_Konjunkt"", ""Zweites_Konjunkt"" und ""Fokuskontext"". Das ""Erste_Konjunkt"" wird von weder und noch – dem ""KEE"" – umschlossen, während das ""Zweite_Konjunkt"" auf noch folgt. Das ""Erste_Konjunkt"" und das ""Zweites_Konjunkt"" bilden jeweils einen Teil der beiden Propositionen ab. Das dritte KE, der ""Fokuskontext"", indiziert in der Regel den Rest der Proposition. Werden ""Erstes_Konjunkt"" und ""Zweites_Konjunkt"" im Wechsel mit dem ""Fokuskontext"" kombiniert, können die einander gegenübergestellten Propositionen vollständig wiederhergestellt (oder: vervollständigt) werden. Im Gegensatz zum ""Ersten_Konjunkt"" und ""Zweiten_Konjunkt"" muss der ""Fokuskontext"" nicht zwangsläufig realisiert werden – wird der ""Fokuskontext"" nicht realisiert, drücken die beiden Konjunkte jeweils vollständige Propositionen aus. "" Die Propositionen Das Auswärtige Amt wollte diese Informationen zunächst nicht bestätigen und Das Auswärtige Amt wollte diese Informationen zunächst nicht dementieren werden hier durch die Verwendung der ""Negation:wederXPnochXP-Konstruktion"" miteinander verknüpft und damit gleichermaßen ausgeschlossen. Da die Propositionen gleichwertig sind, ist ein Austausch der Konjunkte ohne Bedeutungsverlust möglich."	['Weder die amerikanischen noch die europäischen Vorstellungen von der Ordnung der Welt passen so recht zum Denken dieser neu aufstrebenden Mächte .', 'Das ist das Spiel der Spiele für uns in der Königsklasse .']	['Weder die amerikanischen noch die europäischen Vorstellungen von der Ordnung der Welt passen so recht zum Denken dieser neu aufstrebenden Mächte .']	['Das ist das Spiel der Spiele für uns in der Königsklasse .']	['Weder die amerikanischen noch die europäischen Vorstellungen von der Ordnung der Welt passen so recht zum Denken dieser neu aufstrebenden Mächte .']	[]	[]	['Das ist das Spiel der Spiele für uns in der Königsklasse .']	1,0	1,0	1,0	1,0
